code,name,group,city,state,region,stateCode
AR00003,A Square Technologies,Corporate,Mohali,Punjab,Northern,PB
AR00013,Aaspire Products,Corporate,Mumbai,Maharashtra,Western,MH
AR00017,AD Gift Resources,Corporate,Delhi,Delhi,Northern,DL
AR00028,Agrawal And Sons,Distributo,Ghaziabad,Uttar Pradesh,Northern,UP
AR02097,Alkem Laboratories Limited,Corporate,Mumbai,Maharashtra,Western,MH
AR00032,All Gift Studio Pvt Ltd,Corporate,Ahmedabad,Gujarat,Western,GJ
AR00035,Alpash Plastics,Corporate,Delhi,Delhi,Northern,DL
AR00036,Amit Enterprises,Corporate,Pune,Maharashtra,Western,MH
AR00040,Appropriate,Corporate,Delhi,Delhi,Northern,DL
AR00044,AS Enterprises,Corporate,Delhi,Delhi,Northern,DL
AR00045,Ashana Enterprises,Corporate,Delhi,Delhi,Northern,DL
AR00063,Bhagwati Enterprises,Distributo,Hyderabad,Telangana,Southern,TS
AR00066,Big Imports and Gifts,Corporate,Mumbai,Maharashtra,Western,MH
AR00067,Birchand And Sons,Distributo,Ludhiana,Punjab,Northern,PB
AR00075,Center Point,Other,Delhi,Delhi,Northern,DL
AR00080,Color Palette Pvt. Ltd.,Corporate,Delhi,Delhi,Northern,DL
AR00082,Compliments,Corporate,Pune,Maharashtra,Western,MH
AR00088,Computer World,Distributo,Indore,Madhya Pradesh,Central,MP
AR00089,Concepts and Solutions Event Services Pvt.Ltd.,Corporate,Delhi,Delhi,Northern,DL
AR00096,Corporate Solutions Janakpuri,Corporate,Delhi,Delhi,Northern,DL
AR00752,Creation Ink,Corporate,Gurgaon,Haryana,Northern,HR
AR00097,Creations Overseas,Corporate,Hyderabad,Telangana,Southern,TS
AR00098,Creative Nest Enterprises,Corporate,Mumbai,Maharashtra,Western,MH
AR00099,Creo Solutions (New),Corporate,Delhi,Delhi,Northern,DL
AR00112,Devlakshmi Sales,Corporate,Delhi,Delhi,Northern,DL
AR00119,Discovery Shoppe,Distributo,Nagpur,Maharashtra,Western,MH
AR00129,Economic Gateway Consultants Pvt. Ltd,Corporate,Delhi,Delhi,Northern,DL
AR00136,Excel Systems,Distributo,Mumbai,Maharashtra,Western,MH
AR00142,Five By Seven Solution Pvt. Ltd.,Corporate,Delhi,Delhi,Northern,DL
AR00487,GIFT N PRINT,Corporate,Pune,Maharashtra,Western,MH
AR00161,Giftease Technologies Pvt Ltd.,Corporate,Pune,Maharashtra,Western,MH
AR00168,Goldendays Creation Pvt. Ltd.,Corporate,Delhi,Delhi,Northern,DL
AR00179,Hourglass Essentials Pvt Ltd,Corporate,Bangalore,Karnataka,Southern,KA
AR00181,I ATTIRE PVT. LTD.,Corporate,Gurgaon,Haryana,Northern,HR
AR00183,ICE SOLUTIONS,Corporate,Delhi,Delhi,Northern,DL
AR00186,Idea Cellular Ltd,Corporate,Noida,Uttar Pradesh,Northern,UP
AR00188,Ideal Connect International,Corporate,Delhi,Delhi,Northern,DL
AR00189,Ideas Unlimited,Corporate,Mumbai,Maharashtra,Western,MH
AR00643,Ideas Unlimited (Bhiwandi),Corporate,Thane,Maharashtra,Western,MH
AR00194,INNOVATIVE IDEAS,Corporate,Delhi,Delhi,Northern,DL
AR00201,Jas Inc.,Distributo,Mumbai,Maharashtra,Western,MH
AR00208,KIRTI SALES AND SERVICES,Corporate,Bangalore,Karnataka,Southern,KA
AR00214,Kreative Solutions,Corporate,Delhi,Delhi,Northern,DL
AR00231,M/s Fabgifts,Corporate,Bangalore,Karnataka,Southern,KA
AR00243,MAA KUTHARI AGENCY,Distributo,Rourkela,Odisha,Eastern,OD
AR00252,Maruti Marketing,Distributo,Ahmedabad,Gujarat,Western,GJ
AR00254,Max Office Products (I) Pvt Ltd,Corporate,Hyderabad,Telangana,Southern,TS
AR00255,Medalist System & Services,Distributo,Ranchi,Jharkhand,Eastern,JH
AR00256,Mehak Data Systems,Corporate,Hyderabad,Telangana,Southern,TS
AR00257,Mehta Bandhu,Other,Delhi,Delhi,Northern,DL
AR00258,Metaplast Adkrafts,Corporate,Chennai,Tamil Nadu,Southern,TN
AR00260,Microcomp Inc,Corporate,Bangalore,Karnataka,Southern,KA
AR00576,MINIMAX ENTERPRISES,Corporate,Mumbai,Maharashtra,Western,MH
AR00266,Modcare Enterprises,Other,Delhi,Delhi,Northern,DL
AR00270,Music World,Distributo,Raipur,Chhattisgarh,Central,CG
AR00272,MUTHA WRITING PRODUCTS,Corporate,Bangalore,Karnataka,Southern,KA
AR00273,Nahata Data Products Pvt Ltd.,Distributo,Mumbai,Maharashtra,Western,MH
AR00276,Navkar Computers,Distributo,Chennai,Tamil Nadu,Southern,TN
AR00280,New Source Hub,Corporate,Bangalore,Karnataka,Southern,KA
AR00282,Nexus Innovative Solutions Private Limited,Corporate,Chennai,Tamil Nadu,Southern,TN
AR00291,Office Mantra,Corporate,Delhi,Delhi,Northern,DL
AR00292,Om Enterprises,Corporate,Hyderabad,Telangana,Southern,TS
AR00298,Pankaj Packers & Advertisers,Corporate,Delhi,Delhi,Northern,DL
AR00300,PB Events. Merchandise & More,Corporate,Delhi,Delhi,Northern,DL
AR00301,Pens World,Corporate,Delhi,Delhi,Northern,DL
AR00305,Planet Computer,Distributo,Kolkata,West Bengal,Eastern,WB
AR01809,Plastic Equipments,Corporate,Mumbai,Maharashtra,Western,MH
AR00306,PMG Integrated Communications Pvt. Ltd,Corporate,Delhi,Delhi,Northern,DL
AR00314,Promoz Products Pvt Ltd.,Corporate,Kolkata,West Bengal,Eastern,WB
AR02644,QUALITY ENTERPRISES,Corporate,Delhi,Delhi,Northern,DL
AR00331,Royale Collections,Corporate,Mumbai,Maharashtra,Western,MH
AR00338,Saaisha International,Corporate,Delhi,Delhi,Northern,DL
AR00342,Sajeela,Corporate,Gurgaon,Haryana,Northern,HR
AR00351,Shreeji Computer,Other,Hyderabad,Telangana,Southern,TS
AR00352,Shrest International,Corporate,Delhi,Delhi,Northern,DL
AR00363,Speed Tele Services,Distributo,Delhi,Delhi,Northern,DL
AR00365,Spiral Systems & Networks,Distributo,Delhi,Delhi,Northern,DL
AR00374,Sudharma Infotech,Distributo,Dehradun,Uttarakhand,Northern,UK
AR00376,SUPER GIFTS (INDIA) PVT LTD,Corporate,Hyderabad,Telangana,Southern,TS
AR00377,SURESH COMPUTERS,Distributo,Mumbai,Maharashtra,Western,MH
AR00384,Targous Technology,Distributo,Bhubaneswar,Odisha,Eastern,OD
AR00385,Tejwaney Brothers,Corporate,Pune,Maharashtra,Western,MH
AR00388,The Gift Mart,Corporate,Delhi,Delhi,Northern,DL
AR00396,TRADE MOVERS,Corporate,Mumbai,Maharashtra,Western,MH
AR00397,Treasures Corporate Gifting,Corporate,Pune,Maharashtra,Western,MH
AR00400,Ultimate Techno Care,Distributo,Nanded,Maharashtra,Western,MH
AR00403,Vandan Car Accessories,Distributo,Mumbai,Maharashtra,Western,MH
AR00411,Vintage India,Corporate,Delhi,Delhi,Northern,DL
AR00425,WORK STORE LIMITED,Corporate,Thane,Maharashtra,Western,MH
AR01638,Zydus Healthcare Limited,Corporate,Ahmedabad,Gujarat,Western,GJ
AR00018,Adgifts (India) Pvt. Ltd.,Corporate,Kolkata,West Bengal,Eastern,WB
AR00054,Awesome,Corporate,Mumbai,Maharashtra,Western,MH
AR00178,HI Tech Studio,Distributo,Delhi,Delhi,Northern,DL
AR00207,Kings Tel,Distributo,Jodhpur,Rajasthan,Northern,RJ
AR00394,Torrent Pharmaceuticals Ltd. ( New ),Corporate,Ahmedabad,Gujarat,Western,GJ
AR00091,Consortium Gifts Pvt. Ltd. (Noida),Corporate,Noida,Uttar Pradesh,Northern,UP
AR00215,L N Aron & Sons,Distributo,Kangra,Himachal Pradesh,Northern,HP
AR00780,Speed Air Express,Other,Delhi,Delhi,Northern,DL
AR00143,Flipkart India Private Limited (Gurgaon),Online B2B,Gurgaon,Haryana,Northern,HR
AR01812,PALS RETAILS PRIVATE LIMITED,Corporate,Gurgaon,Haryana,Northern,HR
AR00341,SAITRONICS,Distributo,Kolkata,West Bengal,Eastern,WB
AR00360,SMS Infotech,Distributo,Bardhaman,West Bengal,Eastern,WB
AR00175,Hardtrac Computer Services Pvt Ltd,Corporate,Mumbai,Maharashtra,Western,MH
AR00202,JAV COMMUNICATIONS LLP,Distributo,Kochi,Kerala,Southern,KL
AR00386,THE CREATIVE EDGE,Corporate,Delhi,Delhi,Northern,DL
AR01464,Bansal Enterprises,Distributo,Modinagar,Uttar Pradesh,Northern,UP
AR01759,Unique Electrocab Pvt. Ltd.,Corporate,Delhi,Delhi,Northern,DL
AR00742,Aastha Gifting Solutions,Corporate,Kolkata,West Bengal,Eastern,WB
AR00328,Rcube International,Corporate,Delhi,Delhi,Northern,DL
AR00090,Connections,Distributo,Nagpur,Maharashtra,Western,MH
AR00406,Veerangna Enterprises,Distributo,Allahabad,Uttar Pradesh,Northern,UP
AR00048,Atul Electronics,Distributo,Chandigarh,Chandigarh,Northern,CH
AR00108,D.K. Enterprises,Distributo,Betul,Madhya Pradesh,Central,MP
AR00190,Ila Marketing Company,Corporate,Mumbai,Maharashtra,Western,MH
AR00236,M/S Sanron,Corporate,Gurgaon,Haryana,Northern,HR
AR00350,SHREE NAV SAI MAHANSARIA ENTERPRISES,Corporate,Mumbai,Maharashtra,Western,MH
AR00478,Walking Customer Debtors,Other,Delhi,Delhi,Northern,DL
AR00245,Mahavir Store,Distributo,Amritsar,Punjab,Northern,PB
AR01654,CHOPRA ENTERPRISES,Corporate,Kolkata,West Bengal,Eastern,WB
AR00229,M/s Branding Concepts,Corporate,Delhi,Delhi,Northern,DL
AR00271,MUTHA PEN CENTRE,Corporate,Bangalore,Karnataka,Southern,KA
AR00152,Fourtek Systems Pvt Ltd,Distributo,Kochi,Kerala,Southern,KL
AR00265,Mobile Guru,Distributo,Lucknow,Uttar Pradesh,Northern,UP
AR00410,Video World,Distributo,Raipur,Chhattisgarh,Central,CG
AR00660,M V Enterprises,Corporate,Mumbai,Maharashtra,Western,MH
AR00523,Jagjit Enterprises,Distributo,Jammu,Jammu and Kashmir,Northern,JK
AR00728,POWER SOURCE,Corporate,Delhi,Delhi,Northern,DL
AR00556,QUANTUM MOBISERVICES PRIVATE LIMITED,Distributo,Hyderabad,Telangana,Southern,TS
AR00730,SAGGI'S CORPORATE SOLUTIONS,Corporate,Delhi,Delhi,Northern,DL
AR00505,Show N Shine,Distributo,Delhi,Delhi,Northern,DL
AR00516,GUPTA GRAMOPHONE HOUSE,Distributo,Ludhiana,Punjab,Northern,PB
AR00531,DEEP FOODS,Distributo,Bhopal,Madhya Pradesh,Central,MP
AR00496,GIFT SQUARE,Corporate,Kolkata,West Bengal,Eastern,WB
AR00467,J M TRADE & AGENCIES,Distributo,Guwahati,Assam,Northeastern,AS
AR00559,Procter International,Corporate,Mumbai,Maharashtra,Western,MH
AR00463,Pooja Enterprises,Distributo,Mumbai,Maharashtra,Western,MH
AR00522,LAKULISH COMPUTERS,Distributo,Vadodara,Gujarat,Western,GJ
AR00765,KASA Solutions,Corporate,Delhi,Delhi,Northern,DL
AR00571,Sawan Enterprises,Distributo,Karnal,Haryana,Northern,HR
AR00468,CHEMZONE INDIA,Corporate,Delhi,Delhi,Northern,DL
AR00497,Paytm (Walking Customer),Other,Delhi,Delhi,Northern,DL
AR00500,Sumit Nagpal (Advocate),Other,Delhi,Delhi,Northern,DL
AR00495,Mehta Bandhu C.P.,Other,Delhi,Delhi,Northern,DL
AR00485,Appario Retail Private Ltd,Online B2B,Gurgaon,Haryana,Northern,HR
AR00592,Rachit Jain,Other,Ghaziabad,Uttar Pradesh,Northern,UP
AR00619,Aerostructures Assemblies India Pvt Ltd,Corporate,Belgaum,Karnataka,Southern,KA
AR00618,Aerospace Processing India Pvt Ltd,Corporate,Belgaum,Karnataka,Southern,KA
AR00620,AEQUS ENGINEERED PLASTICS PVT. LTD.,Corporate,Belgaum,Karnataka,Southern,KA
AR00621,SQuAD Forging India Pvt Ltd,Corporate,Belgaum,Karnataka,Southern,KA
AR00622,Aequs SEZ Private Limited,Corporate,Belgaum,Karnataka,Southern,KA
AR00625,Aequs Private Limited - UNIT II,Corporate,Belgaum,Karnataka,Southern,KA
AR00557,Nihal Telecom,Distributo,PATIALA,Punjab,Northern,PB
AR00469,CASH MISC - DELHI,Other,Delhi,Delhi,Northern,DL
AR00676,ATS CONNECT,Online B2B,Delhi,Delhi,Northern,DL
AR00244,Magnus Cadeaux India Pvt. Ltd.,Corporate,SECUNDERABAD,Telangana,Southern,TS
AR00687,BRIGHT INDUSTRIES,Corporate,Bandra,Maharashtra,Western,MH
AR00740,Impact Enterprises,Corporate,Mumbai,Maharashtra,Western,MH
AR00706,Dev Marketing,Distributo,MUMBAI,Maharashtra,Western,MH
AR00779,Sparket Marketing Pvt. Ltd,Corporate,KOLKATA,West Bengal,Eastern,WB
AR00821,Mogli Labs (India) Pvt. Ltd.,Online B2B,Ahmedabad,Gujarat,Western,GJ
AR00823,Delhivery Pvt. Ltd.,Online B2B,Delhi,Delhi,Northern,DL
AR00829,Rashmi Enterprises,Distributo,SATARA,Maharashtra,Western,MH
AR00824,GARVITA ENTERPRISES,Distributo,Pali,Rajasthan,Northern,RJ
AR00899,Motorola Solutions India Private Limited,Corporate,Gurgaon,Haryana,Northern,HR
AR01335,S.R Telecom,Distributo,Wardha,Maharashtra,Western,MH
AR00872,Saitronics Systems Pvt Ltd.,Corporate,Delhi,Delhi,Northern,DL
AR00852,TATA SIA Airlines Limited,Corporate,Gurgaon,Haryana,Northern,HR
AR00389,The N N Traders,Distributo,Kashmir,Jammu and Kashmir,Northern,JK
AR01370,Jagdamba Logistics & Warrehouse,Other,Ghaziabad,Uttar Pradesh,Northern,UP
AR01378,Classic Watch Center,Distributo,Dehradun,Uttarakhand,Northern,UK
AR00233,Palak Enterprises,Distributo,Varanasi,Uttar Pradesh,Northern,UP
AR01384,Bhajanlal Commercial (P) Ltd.,Corporate,KOLKATA,West Bengal,Eastern,WB
AR01386,Crimson Communicare LLP,Corporate,Gurgaon,Haryana,Northern,HR
AR00564,D.K Enterprises ( Punjab),Distributo,JALANDHAR,Punjab,Northern,PB
AR00529,Raman Deep Enterprises,Distributo,Yamunanagar,Haryana,Northern,HR
AR01463,Blue Leaf Gifting Solutions,Corporate,KOLKATA,West Bengal,Eastern,WB
AR00006,A R TRADERS,Distributo,Jalandhar,Punjab,Northern,PB
AR01476,Ricco Distributors,Distributo,Meerut,Uttar Pradesh,Northern,UP
AR00533,Super Enterprises,Distributo,Mumbai,Maharashtra,Western,MH
AR01542,Uttam Enterprises,Distributo,Haldia,West Bengal,Eastern,WB
AR01473,Kamla Marketing Pvt Ltd,Distributo,Hisar,Haryana,Northern,HR
AR01481,Newland Stationers Pvt Ltd,Distributo,Aurangabad,Maharashtra,Western,MH
AR01584,V.R.Collections,Corporate,Mumbai,Maharashtra,Western,MH
AR01573,Pehal Enterprise,Distributo,Mumbai,Maharashtra,Western,MH
AR00438,Flipkart Debtors Portronics,Online B2C,Delhi,Delhi,Northern,DL
AR01630,GlobalLogic India Limited,Corporate,Noida,Uttar Pradesh,Northern,UP
AR01633,Lagaal Enterprises,Distributo,Kullu,Himachal Pradesh,Northern,HP
AR01635,Bajaj Electronics,Distributo,Ludhiana,Punjab,Northern,PB
AR01644,Avenue Supermarts Ltd.,LFR,Bhiwandi,Maharashtra,Western,MH
AR01634,Krishna Traders,Distributo,Yamunanagar,Haryana,Northern,HR
AR01642,Gopal Jee Communication,Distributo,Munger,Bihar,Eastern,BR
AR01661,Trinitron Softech Private Limited,Corporate,Noida,Uttar Pradesh,Northern,UP
AR01675,Iqra Leather Creations,Corporate,Delhi,Delhi,Northern,DL
AR01678,Maxwell Infrastructure Private Limited,Distributo,Kolkata,West Bengal,Eastern,WB
AR01680,Hands on Trades Pvt. Ltd.,Quick Commerce,Thane,Maharashtra,Western,MH
AR01670,Chetan Cars Pvt Ltd,Distributo,Surat,Gujarat,Western,GJ
AR01665,Computer Gallery,Distributo,Firozabad,Uttar Pradesh,Northern,UP
AR00333,S GADGETS 369,Distributo,Pondicherry,Puducherry,Southern,PY
AR00442,ShopClues Portronics,Online B2C,Gurgaon,Haryana,Northern,HR
AR00441,Snapdeal Debtors Portronics,Online B2C,Delhi,Delhi,Northern,DL
AR00381,Tanmay Infotech,Distributo,Agra,Uttar Pradesh,Northern,UP
AR01694,Sarah Square,Distributo,Ambala,Haryana,Northern,HR
AR01717,A Souvenir,Corporate,Hyderabad,Telangana,Southern,TS
AR01718,Sunshiine Traders,Distributo,BARRACKPORE,West Bengal,Eastern,WB
AR01710,More Retail Limited,LFR,Thane,Maharashtra,Western,MH
AR01714,Sri Balaji Sales,Distributo,Kolkata,West Bengal,Eastern,WB
AR01728,Choice Electronics,Distributo,UDHAMPUR,Jammu and Kashmir,Northern,JK
AR01732,Sreema Electronics,Distributo,Ghatal,West Bengal,Eastern,WB
AR01740,Corpbiz Communication and Gifts,Distributo,Pune,Maharashtra,Western,MH
AR00436,Amazon Portronics,Online B2C,Delhi,Delhi,Northern,DL
AR00440,Paytm Portronics Debtors,Online B2C,Noida,Uttar Pradesh,Northern,UP
AR01736,K.M.Enterprises,Corporate,Secunderabad,Telangana,Southern,TS
AR01750,Shrishti Enterprises,Distributo,Thane,Maharashtra,Western,MH
AR01758,Max Life Insurance Co. Ltd.,Corporate,Gurgaon,Haryana,Northern,HR
AR01755,Whatnot Gadgets Private Limited,Corporate,Hyderabad,Telangana,Southern,TS
AR01771,M S & Associates,Other,Delhi,Delhi,Northern,DL
AR01784,Solution Point,Distributo,Bardhaman,West Bengal,Eastern,WB
AR01790,Dot Com,Distributo,Jamshedpur,Jharkhand,Eastern,JH
AR01796,Sar Enterprises,Distributo,Varanasi,Uttar Pradesh,Northern,UP
AR01797,RS Enterprises,Corporate,Gurgaon,Haryana,Northern,HR
AR01805,Anukriti Creations,Distributo,Panaji,Goa,Western,GA
AR01813,Infiniti Retail Limited,LFR,Mumbai,Maharashtra,Western,MH
AR01824,Digital House,Distributo,Leh,Ladakh,Northern,LA
AR01841,Subham Computers,Distributo,Vijayawada,Andhra Pradesh,Southern,AP
AR01843,Neel Kanth Communication ,Distributo,Shimla,Himachal Pradesh,Northern,HP
AR01855,A D Electronics,Distributo,Delhi,Delhi,Northern,DL
AR01849,Middha Enterprises,Distributo,Sri Ganganagar,Rajasthan,Northern,RJ
AR01846,B.H ENTERPRISES,Distributo,Indore,Madhya Pradesh,Central,MP
AR01861,Anand Trading Company,Distributo,Delhi,Delhi,Northern,DL
AR01863,PJ Lifestyle Private Limited,Distributo,Jaipur,Rajasthan,Northern,RJ
AR01027,SKRM Telemart,Distributo,ROHTAK,Haryana,Northern,HR
AR01865,M/s. Sun Apparels ,Corporate,Kolkata,West Bengal,Eastern,WB
AR00613,Astral Garments,Corporate,CHENNAI,Tamil Nadu,Southern,TN
AR01907,KRIPA INTERNATIONAL,Distributo,Kolkata,West Bengal,Eastern,WB
AR01896,Munjal Machinery Store,Distributo,Sirsa,Haryana,Northern,HR
AR01878,Saarj Enterprises,Distributo,Berhampore,West Bengal,Eastern,WB
AR01923,SAI GLOBAL,Distributo,Delhi,Delhi,Northern,DL
AR01924,S.V Marketing,Corporate,chennai,Tamil Nadu,Southern,TN
AR01928,Meraki Merchandising,Corporate,Chennai,Tamil Nadu,Southern,TN
AR01939,KORAL,Corporate,Hyderabad,Telangana,Southern,TS
AR01929,J.M.Distributors,Distributo,Solapur,Maharashtra,Western,MH
AR01941,Garuda Technology Inc,Other,Delhi,Delhi,Northern,DL
AR01922,ACC Limited,Corporate,Kanpur,Uttar Pradesh,Northern,UP
AR01979,SHREE INFOTECH,Distributo,Hyderabad,Telangana,Southern,TS
AR02006,STACKTRAIL CASH AND CARRY PRIVATE LIMITED,Other,Gurgaon,Haryana,Northern,HR
AR02016,Shree Balaji Enterprises,Distributo,Bhatinda,Punjab,Northern,PB
AR02033,Sun Hill Photo Store,Distributo,UNA,Himachal Pradesh,Northern,HP
AR01958,E.T.N. TECHNOLOGIES,Distributo,Kolkata,West Bengal,Eastern,WB
AR02023,Brothers Traders and Architect,Distributo,Fatehabad,Haryana,Northern,HR
AR02046,DTDC Express Limited,Online B2B,Delhi,Delhi,Northern,DL
AR02029,UKT INTERNATIONAL,Distributo,Dehradun,Uttarakhand,Northern,UK
AR02057,Shantanu Communication,Distributo,BONGAON,West Bengal,Eastern,WB
AR02066,Malena Distributors LLP,Distributo,Kolkata,West Bengal,Eastern,WB
AR02073,SMART ZONE,Distributo,Agartala,Tripura,Northeastern,TR
AR02088,Appropriate Evolve Pvt. Ltd.,Corporate,Delhi,Delhi,Northern,DL
AR02132,Bloom Computech,Distributo,Bhagalpur,Bihar,Eastern,BR
AR02110,CPM India Sales & Marketing Pvt. Ltd.,Corporate,Delhi,Delhi,Northern,DL
AR02107,Expansion Marketing,Corporate,Delhi,Delhi,Northern,DL
AR02118,NEW DARIYALAL MOBILE ACCESSORIES,Distributo,Ahmedabad,Gujarat,Western,GJ
AR02112,R G ENTERPRISE,Distributo,Kolkata,West Bengal,Eastern,WB
AR02084,SALASAR MULTITRADE PRIVATE LIMITED,Distributo,Mumbai,Maharashtra,Western,MH
AR02126,Sri Sai Marketing,Distributo,Hyderabad,Telangana,Southern,TS
AR02089,Vimal Traders,Distributo,Thane,Maharashtra,Western,MH
AR02162,ASHA GIFTS & PROMOTIONS,Corporate,Delhi,Delhi,Northern,DL
AR02163,Supreme International,Corporate,Bangalore,Karnataka,Southern,KA
AR02172,Govind Mobiles,Distributo,Panaji,Goa,Western,GA
AR02165,Kar King,Distributo,Visakhapatnam,Andhra Pradesh,Southern,AP
AR02177,KRISHNA ENTERPRISE,Distributo,Kharagpur,West Bengal,Eastern,WB
AR02174,MONDAL COMPUTER & MOBILE,Distributo,Kharagpur,West Bengal,Eastern,WB
AR02158,PHONE WALE ,Distributo,Patan,Gujarat,Western,GJ
AR02166,Unique Mobile Accessories,Distributo,DOHAD,Gujarat,Western,GJ
AR02189,Arham Telecom,Distributo,Ahmedabad,Gujarat,Western,GJ
AR02207,Ram Murti Traders ,Distributo,Lucknow,Uttar Pradesh,Northern,UP
AR02218,Madnee,Distributo,Delhi,Delhi,Northern,DL
AR02223,SRI KRISHNA TRADERS,Distributo,Medinipore,West Bengal,Eastern,WB
AR02237,Silver Lining,Corporate,Delhi,Delhi,Northern,DL
AR02257,ARIHANT ENTERPRISES,Distributo,Gwalior,Madhya Pradesh,Central,MP
AR02271,K Time,Corporate,Pune,Maharashtra,Western,MH
AR02275,Whistle Solutions LLP,Corporate,Ghaziabad,Uttar Pradesh,Northern,UP
AR02288,Gifts2 You India Pvt Ltd,Other,Mumbai,Maharashtra,Western,MH
AR02286,VNS Digital,Corporate,Hyderabad,Telangana,Southern,TS
AR02168,NINZA DISTRIBUTOR,Distributo,Bangalore,Karnataka,Southern,KA
AR01220,Times Internet Limited,Online B2C,Delhi,Delhi,Northern,DL
AR02303,Mumbai Enterprises,Distributo,MUMBAI,Maharashtra,Western,MH
AR02308,Hi-Tech Scientific & Mediquips,Corporate,SILIGURI,West Bengal,Eastern,WB
AR02307,Skylark radio services,Distributo,Osmanabad,Maharashtra,Western,MH
AR02312,Corporate Colours,Corporate,Bangalore,Karnataka,Southern,KA
AR02317,M/s Nishant Poddar,Distributo,Chaibasa,Jharkhand,Eastern,JH
AR02323,Parsons Corporate Solutions ,Corporate,Bangalore,Karnataka,Southern,KA
AR01228,Mangal Marketing,Distributo,Chennai,Tamil Nadu,Southern,TN
AR01024,G Square Bang,Corporate,Bangalore,Karnataka,Southern,KA
AR01230,Nexus Holdings,Distributo,Jaipur,Rajasthan,Northern,RJ
AR02327,New Galaxy,Distributo,Kolkata,West Bengal,Eastern,WB
AR02330,Rajesh Electronics,Distributo,Raipur,Chhattisgarh,Central,CG
AR02332,Hina Pen & Stationers,Corporate,Hyderabad,Telangana,Southern,TS
AR02333,Ferns N Petals Pvt Ltd,Corporate,Delhi,Delhi,Northern,DL
AR02339,SUN LIFE INDIA SERVICE CENTRE PRIVATE LIMITED,Corporate,Gurgaon,Haryana,Northern,HR
AR02331,Sai Ram Communication,Distributo,Rishikesh,Uttarakhand,Northern,UK
AR02350,Grover Digital World,Distributo,Jalandhar,Punjab,Northern,PB
AR01243,Newfangled Internet Pvt Ltd ( selltm),Online B2C,Gurgaon,Haryana,Northern,HR
AR02355,ASK GIFTS AND INNOVATIONS,Corporate,mumbai,Maharashtra,Western,MH
AR02365,Work Advantage Private Limited ,Reward,Gurgaon,Haryana,Northern,HR
AR02364,Reliance Retail Ltd,LFR,Gurgaon,Haryana,Northern,HR
AR02359,Digital Trading,Distributo,Mumbai,Maharashtra,Western,MH
AR00141,Fitplay International LLP,Corporate,Gurgaon,Haryana,Northern,HR
AR00093,CorpOnePromotionalClothing&AccessoriesPvt.Ltd.,Corporate,Pune,Maharashtra,Western,MH
AR02372,RANU INFOTECH,Distributo,Raiganj,West Bengal,Eastern,WB
AR02367,Unikrange India Private Limited,Corporate,Pune,Maharashtra,Western,MH
AR02373,Maa Kalindi Enterprises,Distributo,Gorakhpur,Uttar Pradesh,Northern,UP
AR02368,SZS Tech Private Limited (simsim),Online B2C,Delhi,Delhi,Northern,DL
AR02381,Dreamplug Technologies Pvt Ltd,Reward,Bangalore,Karnataka,Southern,KA
AR02384,SS TRADERS,Distributo,Agra,Uttar Pradesh,Northern,UP
AR02370,City Mobile and Accessories,Distributo,HISAR,Haryana,Northern,HR
AR02342,Rajesh Traders,Distributo,Bhiwani,Haryana,Northern,HR
AR02396,BANICON,Corporate,howrah,West Bengal,Eastern,WB
AR02398,Mobi Linx,Distributo,Secunderabad,Telangana,Southern,TS
AR02403,Saurav Chemicals,Distributo,Patiala,Punjab,Northern,PB
AR02408,Jain Recharge,Distributo,Mahasamund,Chhattisgarh,Central,CG
AR02407,Taj Distributors,Distributo,Bhubaneswar,Odisha,Eastern,OD
AR02400,Sun Multipliers,Distributo,Indore,Madhya Pradesh,Central,MP
AR01756,Tata Portronics Debtor,Online B2C,Mumbai,Maharashtra,Western,MH
AR01766,Touch stone Enterprises Pvt Ltd,Corporate,Bangalore,Karnataka,Southern,KA
AR02415,Nykaa Fashion Pvt Ltd (Nykaa.com),Online B2C,Mumbai,Maharashtra,Western,MH
AR02375,Nykaa Fashion Pvt Ltd,Online B2C,Mumbai,Maharashtra,Western,MH
AR02438,ANURAG INFOTECH,Distributo,Surat,Gujarat,Western,GJ
AR02458,Bajaao Music Pvt Ltd,Online B2C,MUMBAI,Maharashtra,Western,MH
AR02444,Computer Source,Distributo,AGARTALA,Tripura,Northeastern,TR
AR02455,HARIOM SALES,Distributo,JAIPUR,Rajasthan,Northern,RJ
AR02431,JAGADAMBA MOTORS,Distributo,HYDERABAD,Telangana,Southern,TS
AR02448,JUST ACCESSORIES,Distributo,dehradun,Uttarakhand,Northern,UK
AR02449,NX Engineers,Other,Delhi,Delhi,Northern,DL
AR02456,R V Enterprise,Distributo,RAJKOT,Gujarat,Western,GJ
AR02413,R.K. ENTERPRISES,Distributo,sonipat,Haryana,Northern,HR
AR02430,Satguru computers and mobiles,Distributo,HYDERABAD,Telangana,Southern,AP
AR02416,SATNAM MOBILE ASSECORIES,Distributo,Ahmedabad,Gujarat,Western,GJ
AR02437,Shalimar Sales Pvt. Ltd,Distributo,AMRITSAR,Punjab,Northern,PB
AR02390,Shri Vaishno Enterprise,Distributo,FARIDABAD,Haryana,Northern,HR
AR02425,Tata Uni Store Limited,Online B2B,Mumbai,Maharashtra,Western,MH
AR02443,Technocart online services private limited,Corporate,Coimbatore,Tamil Nadu,Southern,TN
AR02421,V.G.S. Holidays,Corporate,Delhi,Delhi,Northern,DL
